ID;PE1;PE2;PE3;PE4;EE1;EE2;EE3;SI1;SI2;SI3;SI4;FC1;FC2;FC3;HM1;HM2;HM3;HA1;HA2;HA3;HA4;HA5;IU1;IU2;U1;U2;U3;U4;TRI1;TRI2;TRI3;TRI4;TRI5;TRI6;TRI7;TRI8;TRI9;TRI10;TRI11;TRI12;TRI13;TRI14;TRI15;TRI16;EXP;EDU;SOC;WSTATUS;RETIRED;GENDER;BORN;GENERATION;REGION
288;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;2;2;4;4;2;2;2;2;5;3;3;2;12;3;2;Y;N;Male;1961;Late Baby boomer ;Biobío
289;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;1;4;4;2;2;2;2;5;3;3;3;10;4;3;Y;N;Male;1958;Late Baby boomer ;Biobío
290;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;5;3;2;4;4;4;3;4;3;4;4;2;4;4;4;4;4;2;2;11;4;3;Y;N;Male;1958;Late Baby boomer ;Biobío
291;4;4;4;4;4;4;4;4;4;4;3;5;5;4;4;4;4;3;2;4;2;3;4;4;4;5;3;3;4;4;4;3;3;3;4;4;2;4;3;2;4;3;2;2;9;4;3;Y;N;Male;1957;Late Baby boomer ;Biobío
292;4;4;4;4;5;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;3;4;4;4;4;4;3;4;4;2;2;2;5;4;4;4;2;10;4;3;Y;N;Female;1960;Late Baby boomer ;Biobío
293;5;5;5;4;3;3;3;3;3;2;3;4;4;4;4;3;4;4;3;3;3;4;4;4;3;5;3;1;4;4;4;4;3;3;1;3;4;4;4;4;4;4;5;5;6;3;3;Y;N;Male;1961;Late Baby boomer ;Coquimbo
294;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;3;3;3;4;2;4;4;3;3;3;3;1;4;4;4;4;2;2;2;2;4;4;4;4;4;4;4;4;8;3;2;Y;N;Female;1960;Late Baby boomer ;Coquimbo
295;5;4;4;5;5;5;4;4;4;4;5;5;4;5;5;4;4;5;4;4;3;4;5;4;3;3;4;3;5;4;4;5;5;3;4;5;4;4;3;5;5;5;4;4;12;3;3;N;Y;Male;1953;Early Baby boomer ;Coquimbo
296;3;3;4;4;4;4;4;4;3;4;3;4;4;4;3;3;3;2;2;4;1;2;4;4;3;3;1;1;4;4;4;4;1;2;2;2;4;3;3;3;5;5;4;1;10;3;2;N;Y;Female;1941;Silent generation ;Coquimbo
297;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;3;5;4;4;1;5;4;4;4;1;1;2;2;5;4;4;4;5;4;5;5;6;3;3;Y;Y;Female;1956;Early Baby boomer ;Coquimbo
298;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;2;2;2;2;4;3;3;3;1;1;4;4;4;4;1;2;2;2;4;4;4;4;5;4;4;1;8;3;3;N;Y;Male;1946;Silent generation ;Coquimbo
299;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;4;5;5;4;5;5;5;4;5;2;5;5;5;5;4;5;5;5;2;2;2;2;4;3;2;1;10;4;3;Y;Y;Female;1959;Late Baby boomer ;Biobío
300;2;2;2;3;2;2;2;4;4;4;4;3;2;3;2;3;3;2;2;3;2;2;4;2;1;1;1;1;3;2;2;2;2;2;2;2;3;4;2;1;2;4;4;4;2;4;3;N;Y;Male;1928;Silent generation ;Coquimbo
301;4;4;4;4;4;5;4;4;4;4;5;5;5;4;4;4;4;4;5;5;4;4;4;4;5;5;3;3;4;4;4;4;4;4;4;4;2;2;3;2;4;3;2;2;11;4;4;Y;N;Female;1960;Late Baby boomer ;Biobío
302;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;2;4;4;4;4;3;4;4;4;2;3;4;4;4;4;3;2;11;4;3;Y;N;Female;1958;Late Baby boomer ;Biobío
303;3;4;5;5;4;4;4;4;4;4;3;4;4;4;4;4;4;2;2;4;2;2;4;4;3;4;1;1;4;4;4;4;1;2;2;3;4;3;3;4;4;4;5;2;5;3;2;N;Y;Female;1950;Early Baby boomer ;Coquimbo
304;4;4;5;5;4;4;4;4;3;3;3;4;4;4;4;4;4;3;3;3;1;1;4;1;3;4;1;1;5;3;3;3;1;2;4;3;4;4;3;5;5;5;5;3;5;4;3;Y;N;Male;1957;Late Baby boomer ;Coquimbo
305;4;4;5;4;1;1;2;4;4;4;4;4;3;4;4;4;4;3;3;2;1;1;5;3;3;4;1;1;5;4;5;5;1;1;2;2;4;4;4;4;4;2;4;4;2;2;3;N;Y;Female;1938;Silent generation ;Coquimbo
306;4;4;4;4;4;4;4;4;3;3;2;4;3;4;4;4;4;4;4;4;2;3;4;4;3;4;3;2;4;4;4;4;3;2;2;3;2;3;4;2;3;4;3;2;9;4;3;Y;N;Female;1957;Late Baby boomer ;Biobío
307;3;4;4;4;3;2;2;4;4;4;4;4;4;4;3;4;3;2;3;3;2;2;4;4;3;3;3;2;4;4;4;4;1;1;1;2;4;4;4;5;4;4;5;5;6;4;3;Y;Y;Female;1942;Silent generation ;Coquimbo
308;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;3;5;5;5;5;5;5;5;5;1;1;1;2;2;4;2;1;11;4;4;Y;N;Female;1961;Late Baby boomer ;Biobío
309;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;2;2;4;4;4;5;2;1;4;4;4;4;1;1;2;1;5;5;5;5;5;5;5;5;10;3;3;N;Y;Female;1942;Silent generation ;Coquimbo
310;3;3;4;3;2;2;2;4;4;4;4;4;3;4;4;4;4;2;2;4;2;2;4;4;3;5;3;1;4;3;3;3;2;2;2;2;2;4;4;4;4;4;4;4;9;4;3;Y;Y;Male;1954;Early Baby boomer ;Biobío
311;3;4;5;5;2;4;4;4;4;5;5;5;4;5;4;5;4;4;3;4;4;3;4;4;1;1;5;5;4;4;4;4;4;3;3;3;4;3;4;4;5;5;5;4;12;2;2;N;Y;Male;1946;Silent generation ;Coquimbo
312;3;3;4;4;3;3;4;3;3;3;3;4;4;4;4;4;4;4;3;4;3;3;4;3;5;5;5;4;2;3;2;3;2;3;3;3;2;4;3;4;2;4;4;3;15;3;4;N;Y;Female;1956;Early Baby boomer ;Coquimbo
313;3;4;3;3;4;3;3;4;4;4;2;4;4;4;3;4;3;2;2;4;2;3;4;3;2;4;3;3;2;3;2;2;2;2;3;4;2;4;2;4;3;4;3;4;10;4;4;N;Y;Male;1947;Early Baby boomer ;Coquimbo
314;3;4;4;4;2;2;2;4;4;4;2;2;2;4;4;4;4;2;2;2;2;2;4;3;3;3;3;1;3;3;3;3;2;2;2;2;3;3;3;4;4;4;4;4;8;4;3;N;Y;Male;1949;Early Baby boomer ;Biobío
315;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;5;4;3;3;4;4;4;4;4;4;4;4;2;2;3;2;4;4;4;2;10;4;3;Y;Y;Male;1951;Early Baby boomer ;Biobío
316;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;2;4;5;5;4;2;2;4;4;3;4;4;3;4;4;2;2;11;4;3;Y;Y;Male;1953;Early Baby boomer ;Biobío
317;2;3;4;4;4;3;3;4;4;4;2;4;4;4;4;4;4;4;3;4;3;4;4;3;5;4;3;2;4;5;4;4;2;2;4;4;1;2;4;3;4;4;4;2;10;4;3;Y;Y;Male;1955;Early Baby boomer ;Biobío
318;4;4;4;4;2;2;2;4;4;4;4;4;3;4;4;4;4;3;3;3;3;3;4;4;4;3;3;2;3;4;4;4;2;2;2;3;4;4;4;4;4;4;4;3;9;4;3;Y;Y;Male;1952;Early Baby boomer ;Biobío
319;4;4;4;4;4;4;4;4;4;4;4;3;2;4;4;4;4;3;2;2;2;2;4;4;4;2;2;3;4;4;4;4;1;1;1;1;2;5;5;5;4;4;2;3;2;4;4;N;Y;Male;1946;Silent generation ;Coquimbo
320;3;3;4;3;1;2;2;4;4;4;3;2;2;4;2;3;3;2;2;2;3;2;4;2;4;4;2;1;4;5;3;3;2;1;1;1;2;5;4;4;4;5;4;2;4;4;4;N;Y;Female;1946;Silent generation ;Coquimbo
321;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;4;4;4;4;3;3;1;2;2;1;1;10;3;3;N;N;Female;1961;Late Baby boomer ;Coquimbo
322;5;4;5;5;4;4;4;5;5;4;3;4;4;5;4;4;3;4;4;4;4;4;5;4;3;5;3;3;5;4;4;4;4;4;4;4;4;4;3;3;4;4;2;2;12;4;3;N;Y;Female;1936;Silent generation ;Coquimbo
323;4;4;4;4;3;4;4;3;3;3;4;5;4;4;4;4;4;2;3;4;2;3;4;2;3;3;3;1;4;3;3;4;2;1;2;3;4;5;5;5;3;2;4;4;10;4;3;Y;Y;Female;1947;Early Baby boomer ;Coquimbo
324;4;4;4;4;4;3;3;5;5;5;5;4;4;5;4;4;4;4;4;4;4;4;5;4;5;5;5;3;4;4;4;4;3;3;4;4;2;2;3;3;3;3;2;2;10;4;4;Y;N;Male;1959;Late Baby boomer ;Coquimbo
325;5;5;5;5;4;4;4;5;5;5;5;4;4;5;4;4;4;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;3;3;4;3;3;3;3;3;2;2;2;10;4;4;Y;N;Male;1961;Late Baby boomer ;Coquimbo
326;5;5;5;5;4;4;4;5;5;5;5;4;4;5;4;4;4;4;4;3;4;4;5;5;5;5;5;5;5;5;5;5;4;3;4;4;4;3;3;3;2;2;2;2;10;4;3;Y;N;Female;1961;Late Baby boomer ;Coquimbo
327;4;5;5;4;3;4;3;4;5;4;4;4;3;4;5;5;5;4;3;4;2;2;4;4;3;3;3;2;5;4;4;5;4;3;3;4;4;5;3;5;4;5;5;5;8;3;3;N;Y;Male;1959;Late Baby boomer ;Coquimbo
328;4;5;5;5;5;5;5;5;4;3;3;5;5;5;4;4;4;5;4;4;2;4;5;5;5;5;3;3;5;4;5;5;4;3;1;1;3;4;1;2;5;4;4;1;15;2;3;Y;Y;Male;1946;Silent generation ;Coquimbo
329;4;4;4;4;4;4;4;4;4;4;2;4;4;4;3;4;4;4;4;4;4;4;4;4;5;4;3;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;2;2;7;4;3;N;Y;Female;1951;Early Baby boomer ;Biobío
330;3;4;4;4;2;2;2;4;4;4;2;3;3;4;4;4;4;2;2;2;2;2;4;4;3;4;2;3;3;3;3;3;2;2;2;2;2;4;4;4;4;4;4;3;9;4;3;N;Y;Female;1948;Early Baby boomer ;Biobío
331;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;5;3;2;4;4;4;4;4;2;4;4;2;2;4;2;4;4;2;2;10;4;3;N;Y;Female;1947;Early Baby boomer ;Biobío
332;4;4;4;4;4;4;4;4;4;4;3;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;3;3;4;4;1;3;3;2;4;4;4;2;11;4;4;Y;Y;Female;1954;Early Baby boomer ;Biobío
333;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;2;2;4;4;4;3;3;3;4;3;3;2;4;2;3;4;2;1;7;4;3;Y;Y;Female;1955;Early Baby boomer ;Biobío
334;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;3;3;3;3;2;3;2;4;4;2;2;8;4;3;N;Y;Female;1949;Early Baby boomer ;Biobío
335;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;4;4;4;2;2;4;4;4;3;3;3;4;3;3;4;4;4;4;4;4;4;11;4;3;Y;Y;Female;1953;Early Baby boomer ;Biobío
336;3;3;4;4;3;3;3;4;4;4;2;4;3;4;4;4;4;2;2;4;2;3;4;3;2;4;2;2;3;4;4;3;2;2;2;2;3;3;4;4;3;3;4;4;7;4;3;N;Y;Female;1948;Early Baby boomer ;Biobío
337;4;3;3;4;3;3;3;4;4;4;3;4;4;4;4;4;3;2;2;4;2;2;4;4;2;3;3;3;2;2;2;2;2;2;4;4;2;4;2;4;2;2;4;4;7;4;4;N;Y;Female;1946;Silent generation ;Coquimbo
338;5;5;5;5;4;4;4;5;5;5;5;4;4;5;4;4;4;4;4;4;4;4;5;5;5;5;5;4;5;5;5;5;4;3;4;4;4;4;4;4;2;2;2;2;11;3;3;Y;N;Female;1958;Late Baby boomer ;Coquimbo
339;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;4;5;4;4;3;3;4;4;3;3;3;3;4;4;2;2;11;4;3;Y;Y;Female;1953;Early Baby boomer ;Biobío
340;3;3;3;4;2;2;2;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;2;4;3;3;3;2;3;3;3;5;5;4;4;4;4;3;5;9;4;3;N;Y;Female;1947;Early Baby boomer ;Biobío
341;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;5;4;4;3;4;5;5;5;4;5;4;3;4;3;3;4;4;4;4;2;2;2;2;3;3;3;2;10;4;3;N;Y;Female;1961;Late Baby boomer ;Coquimbo
342;4;4;4;4;4;3;3;4;4;4;3;4;4;4;4;4;4;3;3;4;2;4;4;3;2;4;3;3;3;2;2;2;2;2;2;4;2;4;2;4;2;2;3;5;7;3;3;N;Y;Female;1943;Silent generation ;Coquimbo
343;4;4;4;4;3;3;3;4;4;4;4;3;3;4;3;3;3;3;2;2;2;3;4;3;5;3;4;2;4;4;3;3;2;1;2;2;4;4;4;4;4;4;4;4;9;3;3;Y;N;Female;1960;Late Baby boomer ;Coquimbo
344;4;2;5;3;1;1;1;5;5;4;2;4;2;3;3;3;2;2;1;2;2;1;2;3;2;3;1;1;3;2;3;3;2;2;2;2;4;4;2;3;3;4;5;3;3;3;3;N;Y;Female;1941;Silent generation ;Coquimbo
345;2;3;3;3;4;3;3;4;4;4;4;5;4;4;2;4;4;2;2;5;2;2;5;4;2;4;3;1;4;2;1;1;2;1;4;1;1;3;1;1;1;1;5;2;7;4;5;Y;N;Male;1946;Silent generation ;Coquimbo
346;5;5;3;4;4;4;3;4;4;4;5;4;4;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;5;4;4;2;2;3;3;3;3;4;4;3;5;4;3;10;4;4;Y;N;Female;1960;Late Baby boomer ;Coquimbo
347;3;4;5;5;2;2;2;4;4;4;4;4;2;4;4;4;4;3;4;2;2;2;4;2;5;4;4;1;4;4;4;4;1;1;3;3;4;4;4;4;5;5;5;5;3;4;2;N;Y;Female;1946;Silent generation ;Biobío
348;5;4;4;4;2;2;2;4;4;4;1;4;2;4;4;4;4;4;2;3;2;2;4;2;1;4;4;1;5;5;1;1;1;1;2;2;4;4;4;4;5;5;5;5;5;3;2;N;Y;Male;1947;Early Baby boomer ;Biobío
349;4;4;4;4;2;2;2;4;4;1;4;4;2;4;4;4;4;4;3;2;2;2;5;2;4;4;4;1;4;4;4;3;1;1;2;2;4;4;4;4;5;5;5;5;5;4;4;Y;Y;Female;1944;Silent generation ;Biobío
350;2;4;4;4;4;4;4;4;2;2;2;4;4;4;3;3;3;4;4;4;2;2;4;4;4;3;2;2;4;4;4;4;4;2;3;3;2;3;2;2;4;4;5;5;10;4;3;Y;Y;Male;1955;Early Baby boomer ;Coquimbo
351;4;4;4;4;4;3;3;4;4;4;2;4;4;4;4;4;4;4;4;4;2;3;4;5;5;5;3;2;4;4;4;4;3;3;4;4;2;2;4;4;4;4;2;2;11;4;3;Y;N;Female;1961;Late Baby boomer ;Biobío
352;4;4;4;4;4;4;5;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;2;4;4;4;4;4;2;4;3;3;4;4;3;4;3;2;2;9;4;3;Y;N;Male;1959;Late Baby boomer ;Biobío
353;4;4;4;4;4;4;3;4;4;3;3;4;4;4;3;4;4;3;2;4;2;1;4;5;4;3;3;1;4;4;3;4;3;3;2;3;4;3;3;4;3;4;4;4;14;3;4;Y;Y;Male;1958;Late Baby boomer ;Coquimbo
354;4;4;4;4;1;1;2;4;4;4;3;4;2;4;5;4;4;1;1;1;2;2;4;4;2;3;3;1;4;4;4;4;1;1;2;1;4;3;4;4;4;5;5;4;2;2;3;N;Y;Male;1948;Early Baby boomer ;Coquimbo
355;1;2;4;3;2;2;2;5;5;4;1;5;2;4;3;4;4;2;2;1;1;1;2;2;2;3;1;1;5;3;3;1;2;1;2;2;5;5;1;3;3;4;5;5;5;4;4;N;Y;Male;1943;Silent generation ;Coquimbo
356;4;4;4;4;2;2;2;5;5;5;5;2;2;4;3;3;3;3;2;2;2;3;4;3;5;2;4;1;4;3;3;3;2;2;2;2;4;4;4;4;4;4;4;4;9;3;3;Y;N;Female;1960;Late Baby boomer ;Coquimbo
357;4;3;4;3;2;4;4;4;4;2;2;4;2;2;4;4;2;4;2;2;2;1;4;4;5;3;5;1;2;4;1;4;1;1;2;4;4;5;4;4;1;4;5;4;4;3;3;Y;N;Male;1958;Late Baby boomer ;Coquimbo
358;2;5;5;4;4;4;4;5;4;5;4;5;5;5;4;4;5;4;1;5;1;4;5;4;4;5;4;3;3;1;2;4;2;1;4;3;1;4;2;1;2;2;5;4;8;4;3;N;Y;Female;1958;Late Baby boomer ;Coquimbo
359;1;2;4;4;3;2;2;5;5;4;4;5;2;5;3;3;3;1;2;4;1;1;4;4;3;2;1;2;2;2;2;1;2;2;2;2;4;3;1;4;3;3;5;2;9;4;4;N;N;Female;1961;Late Baby boomer ;Coquimbo
360;4;1;4;4;4;4;4;4;4;4;4;5;5;5;5;4;5;3;1;5;2;1;4;4;4;4;3;3;4;4;2;4;4;4;4;4;1;4;2;5;1;4;4;2;10;4;4;N;Y;Female;1961;Late Baby boomer ;Coquimbo
361;5;1;4;3;3;2;2;4;4;5;3;5;3;4;4;4;3;2;1;2;1;1;3;2;2;3;2;1;5;3;3;3;1;2;1;2;2;5;4;3;4;5;5;4;3;3;3;N;Y;Female;1945;Silent generation ;Coquimbo
362;5;5;4;4;5;4;5;4;4;3;3;4;4;5;4;4;4;3;3;4;5;4;5;4;5;4;5;4;5;5;5;5;4;3;3;4;4;4;3;4;3;4;5;2;8;3;4;Y;Y;Female;1960;Late Baby boomer ;Coquimbo
363;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;3;2;4;5;4;4;2;2;4;4;2;2;4;4;4;3;2;2;9;4;3;Y;N;Female;1958;Late Baby boomer ;Biobío
364;5;5;4;4;4;3;3;5;5;5;5;4;4;5;4;4;4;4;4;3;3;4;5;4;5;4;4;3;4;4;4;4;3;2;3;3;3;3;3;4;4;3;3;2;10;4;3;Y;N;Female;1961;Late Baby boomer ;Coquimbo
365;3;3;5;4;1;2;2;5;4;4;2;5;2;5;4;4;4;2;1;2;1;2;3;4;2;3;1;1;2;3;2;3;1;1;2;1;5;5;3;4;3;4;5;5;2;3;3;N;Y;Female;1954;Early Baby boomer ;Coquimbo
366;4;5;5;5;5;4;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;5;5;5;5;5;5;5;4;2;2;2;2;5;4;4;2;8;4;3;Y;N;Male;1960;Late Baby boomer ;Biobío
367;3;3;5;4;1;2;2;5;4;4;2;5;2;5;4;4;4;2;1;2;1;2;3;4;2;3;1;1;2;3;2;3;5;1;2;1;5;5;3;4;3;4;5;5;5;3;2;N;Y;Female;1958;Late Baby boomer ;Coquimbo
368;5;5;5;5;1;5;4;5;5;4;4;5;4;5;5;4;3;4;3;3;2;2;4;3;3;5;3;1;3;5;5;4;4;2;3;4;5;4;3;3;5;5;5;5;3;3;3;N;Y;Female;1961;Late Baby boomer ;Coquimbo
369;2;4;4;4;5;4;5;4;4;4;4;5;4;5;5;5;4;2;2;5;1;1;5;3;4;4;3;2;3;4;2;1;2;4;1;5;1;5;1;4;2;4;4;3;9;4;4;N;Y;Female;1955;Early Baby boomer ;Coquimbo
370;5;5;5;5;5;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;4;4;5;5;1;2;2;2;4;4;4;4;4;2;3;3;17;3;3;N;N;Female;1961;Late Baby boomer ;Coquimbo
371;3;2;5;4;2;1;2;5;4;5;2;4;1;4;3;4;4;1;1;2;1;2;1;2;1;2;3;1;4;3;3;4;2;1;1;3;5;4;3;3;4;5;5;4;8;4;3;Y;N;Male;1960;Late Baby boomer ;Coquimbo
372;4;4;3;3;3;3;4;4;4;2;4;2;5;4;3;4;2;2;2;2;2;1;3;2;2;1;3;1;3;4;4;4;3;3;2;2;5;5;3;4;3;4;4;5;2;4;4;Y;N;Male;1958;Late Baby boomer ;Coquimbo
373;2;4;4;4;1;1;1;5;5;4;4;5;5;5;2;4;2;1;1;4;2;1;4;2;2;3;1;1;2;3;2;4;2;2;4;4;1;4;2;5;2;1;1;4;9;4;3;Y;N;Male;1960;Late Baby boomer ;Coquimbo
374;5;5;5;5;4;5;4;4;4;4;5;4;4;5;4;4;5;4;5;5;4;4;5;4;5;5;5;1;5;4;4;4;4;4;2;4;4;4;4;4;4;5;4;5;10;3;2;Y;N;Male;1960;Late Baby boomer ;Coquimbo
375;5;5;5;5;5;5;4;4;3;4;4;5;5;4;4;4;4;4;4;5;4;4;5;5;4;3;3;3;4;4;4;4;5;5;5;5;2;3;2;2;4;4;4;2;10;4;4;Y;N;Male;1960;Late Baby boomer ;Biobío
376;4;5;5;5;4;4;3;4;4;4;4;4;4;4;3;4;3;2;4;4;2;2;4;4;3;3;2;3;4;4;4;4;2;2;2;4;3;4;4;4;4;4;4;2;10;4;4;Y;N;Female;1958;Late Baby boomer ;Biobío
377;4;4;5;4;4;4;4;5;5;5;5;4;4;5;5;4;5;4;4;4;4;5;5;5;5;5;4;3;5;5;4;4;4;4;4;4;4;3;3;4;4;3;2;3;10;4;3;Y;N;Male;1960;Late Baby boomer ;Biobío
378;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;1;5;4;2;2;2;2;2;4;4;2;10;3;2;Y;N;Male;1958;Late Baby boomer ;Biobío
379;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;2;2;4;4;3;3;3;3;5;4;4;2;10;4;2;Y;N;Female;1960;Late Baby boomer ;Biobío
380;4;4;5;4;4;4;4;5;5;5;5;4;4;5;3;4;3;2;2;2;1;2;4;3;3;4;1;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;8;2;2;Y;N;Male;1961;Late Baby boomer ;Coquimbo
381;4;3;4;3;2;2;2;3;3;3;3;3;2;3;3;3;3;2;3;3;2;4;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;15;3;2;Y;N;Male;1960;Late Baby boomer ;Coquimbo
382;4;5;5;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;4;3;3;4;4;5;4;4;3;4;4;3;3;3;3;3;4;4;4;4;4;5;5;5;5;10;3;3;Y;N;Male;1961;Late Baby boomer ;Coquimbo
383;4;4;5;5;4;4;4;5;5;5;5;4;4;5;4;4;4;4;2;4;1;2;4;4;3;3;3;4;4;4;4;4;4;4;4;4;2;4;2;2;4;4;4;2;10;3;3;Y;N;Male;1957;Early Baby boomer ;Coquimbo
